DewPointTempF,DRYBULBTEMPF,RelativeHumidity,StationPressure,VISIBILITY,WETBULBTEMPF,WindDirection,WindSpeed
23,44,43,30.16,10,36,320,13
21,45,39,30.16,10,36,310,13
22,44,41,30.19,10,36,290,14
22,44,41,30.19,10,36,290,17
23,43,45,30.21,10,35,300,15
24,43,47,30.21,10,36,290,13
23,42,47,30.22,10,35,280,11
26,41,55,30.24,10,35,280,10
26,40,58,30.24,10,35,280,10
26,40,58,30.25,10,35,280,10
26,39,60,30.25,10,34,280,9
27,39,62,30.27,10,34,270,10
27,42,55,30.27,10,36,280,9
26,45,48,30.27,10,37,280,11
25,46,44,30.27,10,38,290,8
25,45,46,30.27,10,37,250,8
25,48,41,30.24,10,39,250,9
22,48,36,30.19,10,38,230,9
23,49,36,30.17,10,39,240,11
24,49,38,30.14,10,39,230,9
25,48,41,30.12,10,39,190,11
27,49,43,30.11,10,40,210,13
27,49,43,30.11,10,40,210,15
27,49,43,30.11,10,40,210,17
29,49,46,30.11,10,41,210,14
33,49,55,30.09,10,42,210,15
33,48,56,30.06,10,41,220,15
34,48,58,30.03,10,42,220,10
36,49,61,30.01,10,43,210,15
36,48,63,29.98,10,43,220,14
36,48,63,29.96,10,43,230,10
37,48,66,29.93,10,43,250,14
35,48,61,29.91,10,42,240,13
36,46,68,29.91,10,42,240,13
34,46,63,29.91,10,41,250,14
34,44,68,29.9,10,40,250,10
35,47,63,29.91,10,42,240,14
36,49,61,29.9,10,43,240,15
37,53,55,29.88,10,46,240,13
33,60,36,29.85,10,47,260,15
30,62,30,29.82,10,47,270,23
32,61,34,29.8,10,48,250,28
29,59,32,29.82,10,46,270,31
37,52,57,29.88,10,45,320,25
33,52,49,29.91,10,44,290,16
33,50,52,29.93,10,43,290,16
32,50,50,29.96,10,42,290,16
28,52,40,29.98,10,42,290,21
26,52,37,29.98,10,41,280,20
26,52,37,30,10,41,280,18
25,52,35,30.01,10,41,280,20
25,50,38,30.03,10,40,280,20
25,50,38,30.03,10,40,290,22
26,49,41,30.06,10,40,290,17
25,48,41,30.08,10,39,290,11
24,47,41,30.09,10,38,300,17
23,46,40,30.12,10,37,300,17
23,45,42,30.16,10,37,280,15
23,44,43,30.16,10,36,310,11
25,43,49,30.19,10,36,280,7
24,46,42,30.19,10,37,310,15
24,46,42,30.19,10,37,290,11
24,47,41,30.19,10,38,300,8
24,49,38,30.17,10,39,300,11
26,51,38,30.14,10,41,260,13
25,52,35,30.12,10,41,260,14
27,53,37,30.09,10,42,240,20
29,52,41,30.08,10,42,240,15
30,52,43,30.06,10,43,230,10
29,53,40,30.03,10,43,220,15
30,53,41,30.03,10,43,220,16
31,53,43,30.03,10,43,230,17
31,52,45,30.01,10,43,230,15
32,52,47,30.01,10,43,230,15
32,51,48,29.98,10,43,220,9
33,52,49,29.96,10,44,240,13
35,52,53,29.96,10,44,230,15
35,52,53,29.95,10,44,240,16
35,51,54,29.95,10,44,250,14
37,51,59,29.93,10,45,250,11
37,50,61,29.93,10,44,230,10
32,51,48,29.95,10,43,300,13
33,44,65,29.98,10,39,330,23
33,38,83,30.04,8,36,340,24
30,34,85,30.09,1.75,32,330,16
30,34,85,30.11,1,32,330,15
31,34,89,30.12,2.5,33,340,13
28,36,73,30.12,10,33,330,13
25,38,60,30.11,10,33,330,18
20,38,48,30.11,10,32,330,17
17,38,43,30.14,10,31,340,18
16,37,42,30.16,10,30,320,17
15,37,41,30.16,10,30,330,17
15,37,41,30.19,10,30,320,16
14,37,39,30.21,10,30,330,21
14,36,40,30.22,10,29,340,21
13,35,40,30.24,10,28,330,17
14,34,44,30.27,10,28,340,17
15,33,47,30.27,10,27,330,18
15,33,47,30.27,10,27,310,20
16,32,52,30.27,10,27,310,18
16,31,54,30.27,10,26,320,14
16,31,54,30.27,10,26,310,17
16,30,56,30.27,10,26,320,14
16,30,56,30.27,10,26,330,13
14,30,51,30.29,10,25,330,17
13,29,51,30.3,10,24,330,16
12,29,49,30.32,10,24,340,13
12,31,45,30.35,10,25,330,17
11,32,41,30.35,10,26,330,16
12,34,40,30.35,10,27,350,16
12,36,37,30.34,10,28,340,16
11,37,34,30.32,10,29,310,17
9,39,29,30.3,10,30,300,11
8,40,27,30.29,10,30,330,15
7,40,25,30.29,10,30,300,13
7,39,26,30.29,10,29,310,14
10,38,31,30.3,10,29,290,11
11,38,33,30.34,10,29,280,14
12,37,36,30.34,10,29,290,9
14,37,39,30.34,10,30,280,8
16,36,44,30.32,10,29,260,10
18,36,48,30.32,10,30,250,9
19,36,50,30.3,10,30,260,14
21,35,57,30.27,10,30,260,11
20,36,52,30.25,10,30,250,14
21,36,55,30.24,10,31,250,14
23,36,59,30.22,10,31,240,17
21,36,55,30.22,10,31,250,20
20,35,54,30.22,10,30,260,17
20,35,54,30.22,10,30,250,10
20,34,56,30.24,10,29,250,20
20,36,52,30.24,10,30,250,20
20,39,46,30.24,10,32,250,20
18,43,37,30.24,10,34,270,20
17,46,31,30.22,10,36,260,18
18,48,30,30.19,10,37,240,18
17,50,27,30.17,10,38,240,17
16,52,24,30.16,10,39,240,18
15,53,22,30.16,10,39,240,17
22,51,32,30.16,10,40,240,14
24,49,38,30.16,10,39,240,15
26,49,41,30.19,10,40,240,15
23,49,36,30.19,10,39,230,11
19,47,33,30.19,10,37,220,13
22,46,38,30.19,10,37,220,11
23,45,42,30.19,10,37,230,8
24,44,45,30.21,10,36,220,11
27,42,55,30.19,10,36,230,9
28,39,65,30.19,10,35,230,9
28,38,68,30.19,10,34,230,6
29,40,65,30.21,10,36,240,10
28,37,70,30.21,10,34,240,8
31,38,76,30.21,10,35,230,7
32,39,76,30.22,10,36,220,8
32,38,79,30.22,10,36,220,7
36,44,73,30.24,10,41,220,6
35,46,66,30.24,10,41,220,8
36,47,66,30.25,10,42,220,13
35,50,57,30.24,10,43,230,8
34,52,50,30.21,10,44,190,7
34,51,52,30.19,10,43,200,7
37,52,57,30.17,10,45,170,7
39,53,59,30.16,10,46,180,7
40,52,64,30.17,10,46,190,8
40,50,68,30.17,10,45,190,8
42,48,80,30.19,10,45,190,9
41,46,83,30.17,10,44,200,9
38,45,77,30.21,10,42,220,8
36,48,63,30.21,10,43,240,9
37,47,69,30.21,10,43,240,9
36,46,68,30.22,10,42,220,9
36,46,68,30.24,10,42,230,11
36,47,66,30.22,10,42,250,10
35,46,66,30.24,10,41,250,8
33,49,55,30.24,10,42,270,8
33,49,55,30.24,10,42,250,3
35,48,61,30.24,10,42,240,3
37,47,69,30.27,10,43,340,5
38,46,73,30.29,7,42,350,7
41,47,80,30.3,9,44,0,0
44,49,83,30.3,10,47,0,0
45,51,80,30.32,10,48,0,0
46,54,75,30.32,10,50,200,6
45,55,69,30.29,10,50,180,7
45,55,69,30.29,10,50,200,9
46,55,72,30.29,10,50,200,9
46,54,75,30.29,10,50,190,10
47,53,80,30.29,10,50,170,10
46,51,83,30.29,10,49,160,6
46,51,83,30.29,10,49,180,8
45,49,86,30.29,10,47,180,3
46,50,86,30.29,10,48,0,0
43,45,93,30.29,5,44,0,0
42,45,90,30.29,6,44,0,0
44,45,97,30.27,6,45,0,0
43,45,93,30.27,6,44,70,5
45,48,89,30.25,6,47,40,5
46,49,90,30.24,5,48,90,3
48,50,93,30.24,5,49,40,5
48,51,89,30.22,5,49,40,5
48,51,89,30.22,7,49,70,6
48,52,86,30.21,7,50,70,6
50,53,89,30.19,8,51,70,5
51,55,87,30.19,7,53,70,3
53,57,87,30.19,10,55,100,8
56,61,84,30.17,10,58,120,9
57,60,90,30.16,10,58,110,9
58,61,90,30.11,10,59,120,9
57,60,90,30.09,1,58,130,8
58,60,93,30.06,0.25,59,140,9
58,60,93,30.06,0.25,59,150,7
57,58,97,30.03,0.25,57,140,7
57,58,97,30.01,0.25,57,160,6
56,58,93,29.98,0.25,57,140,9
55,56,97,29.96,0.25,55,140,7
55,56,97,29.95,0.25,55,140,5
54,56,93,29.93,1,55,150,10
55,56,97,29.88,0.5,55,140,8
55,57,93,29.85,1,56,140,9
56,57,96,29.8,0.5,56,180,9
56,57,96,29.75,0.5,56,170,10
57,58,97,29.7,0.12,57,170,18
57,58,97,29.65,0.12,57,180,25
57,59,93,29.62,0.12,58,190,26
57,58,97,29.62,1,57,190,23
54,58,87,29.65,10,56,230,15
51,57,81,29.65,10,54,240,11
48,57,72,29.67,10,52,230,10
48,58,70,29.67,10,53,230,15
45,60,58,29.67,10,52,250,13
37,64,37,29.65,10,51,270,20
39,66,37,29.62,10,52,250,18
33,66,29,29.62,10,50,260,21
33,66,29,29.62,10,50,270,17
34,65,32,29.62,10,50,250,15
32,63,31,29.62,10,49,250,11
37,56,49,29.65,10,47,220,8
32,59,36,29.69,10,47,250,16
28,60,30,29.7,10,46,270,14
28,58,32,29.7,10,45,270,13
26,58,29,29.72,10,44,280,17
21,56,26,29.74,10,42,300,18
23,54,30,29.75,10,41,280,16
27,53,37,29.77,10,42,320,18
27,50,41,29.77,10,40,300,18
24,50,36,29.78,10,40,300,17
27,49,43,29.82,10,40,330,22
23,46,40,29.85,10,37,310,26
22,45,40,29.88,10,36,320,24
22,44,41,29.91,10,36,320,23
21,44,40,29.96,10,35,320,17
21,44,40,29.98,10,35,320,25
22,46,38,29.98,10,37,300,24
23,47,39,30.01,10,38,310,25
23,48,37,30.01,10,38,300,23
23,50,35,30.01,10,39,320,29
24,49,38,30.03,10,39,320,22
24,49,38,30.06,10,39,320,26
23,48,37,30.09,10,38,300,28
23,46,40,30.09,10,37,340,26
23,44,43,30.12,10,36,340,17
22,43,43,30.17,10,35,330,21
21,41,45,30.22,10,34,340,21
21,40,47,30.24,10,33,340,22
20,39,46,30.25,10,32,340,20
20,38,48,30.27,10,32,350,18
21,37,52,30.3,10,31,360,7
22,36,57,30.32,10,31,350,10
22,35,59,30.34,10,30,350,10
22,34,61,30.35,10,30,350,9
20,34,56,30.37,10,29,350,14
19,34,54,30.4,10,29,350,14
18,33,54,30.42,10,28,360,11
18,33,54,30.45,10,28,360,15
17,33,52,30.47,10,28,10,15
16,34,48,30.5,10,28,10,18
15,36,42,30.51,10,29,10,18
13,39,34,30.53,10,31,360,17
13,40,33,30.55,10,31,10,16
11,42,28,30.53,10,32,360,14
8,44,23,30.53,10,33,10,14
7,45,21,30.53,10,33,10,7
5,45,19,30.53,10,33,50,7
7,44,22,30.53,10,32,30,8
8,40,27,30.55,10,30,40,6
9,40,28,30.55,10,30,30,3
14,36,40,30.56,10,29,60,6
15,35,44,30.58,10,29,60,5
17,35,48,30.58,10,29,50,6
19,34,54,30.58,10,29,40,6
20,33,58,30.6,10,29,30,5
20,32,61,30.6,10,28,50,7
21,33,61,30.6,10,29,40,3
20,33,58,30.6,10,29,30,5
21,34,59,30.6,10,30,20,5
21,32,64,30.6,10,28,40,5
23,33,66,30.6,10,30,40,5
24,33,70,30.6,10,30,30,7
25,37,62,30.6,10,33,40,9
27,37,67,30.58,10,33,50,10
25,43,49,30.58,10,36,60,10
26,47,44,30.58,10,39,60,8
28,48,46,30.58,10,40,110,3
33,50,52,30.55,10,43,110,9
34,51,52,30.5,10,43,110,10
34,52,50,30.48,10,44,140,9
35,50,57,30.47,10,43,140,10
36,50,59,30.47,10,44,160,9
38,50,63,30.45,10,45,140,8
39,50,66,30.45,10,45,140,7
40,51,66,30.45,10,46,170,8
41,51,69,30.43,10,46,150,7
42,51,71,30.42,10,47,0,0
41,52,66,30.4,10,47,210,8
41,51,69,30.4,10,46,240,6
41,50,71,30.38,10,46,240,5
41,50,71,30.37,10,46,230,5
41,49,74,30.35,10,45,0,0
42,49,77,30.32,10,46,0,0
43,50,77,30.29,10,47,210,5
45,51,80,30.27,10,48,210,6
46,51,83,30.24,10,49,210,6
48,53,83,30.22,10,50,200,11
47,52,83,30.21,10,49,210,9
48,52,86,30.19,10,50,210,7
49,52,89,30.16,6,50,210,9
49,52,89,30.12,5,50,220,7
50,52,93,30.09,7,51,230,13
51,54,90,30.06,7,52,240,11
49,56,77,30.03,10,52,250,9
50,56,81,30.01,10,53,240,11
49,56,77,30.01,10,52,230,8
48,56,75,29.98,10,52,250,7
48,54,80,29.98,10,51,230,9
48,54,80,29.96,10,51,240,10
48,54,80,29.95,10,51,240,11
49,54,83,29.93,10,51,230,11
48,53,83,29.91,10,50,230,10
48,52,86,29.91,10,50,250,10
49,52,89,29.9,9,50,250,9
49,53,86,29.9,10,51,270,14
42,54,64,29.91,10,48,320,23
36,49,61,29.93,10,43,320,21
30,47,52,29.93,10,40,320,18
27,45,49,29.96,10,38,320,21
27,42,55,29.96,10,36,310,25
25,40,55,30,10,34,320,22
24,41,51,30.01,10,35,330,20
23,43,45,30.01,10,35,330,18
21,44,40,30.01,10,35,340,20
20,46,35,30,10,36,310,14
19,48,32,29.98,10,37,300,14
18,46,32,29.95,10,36,280,10
15,48,27,29.91,10,36,290,11
13,47,25,29.91,10,35,310,13
14,46,27,29.9,10,35,280,16
15,44,31,29.9,10,34,290,21
16,44,32,29.91,10,34,280,20
18,43,37,29.91,10,34,270,24
25,39,57,29.93,7,34,300,26
24,35,64,29.96,10,31,320,21
13,35,40,29.98,10,28,300,22
8,34,34,29.98,10,26,290,24
6,32,33,29.98,10,25,310,17
7,30,38,30,10,24,290,23
1,28,31,30.01,10,21,310,25
1,26,34,30.03,10,20,300,29
-1,25,32,30.03,10,19,300,28
0,25,33,30.06,10,19,290,24
1,24,36,30.06,10,18,310,26
4,24,42,30.09,10,19,290,25
4,25,40,30.11,10,20,300,21
3,26,37,30.11,10,20,300,26
1,27,32,30.14,10,21,310,28
0,28,29,30.14,10,21,310,37
2,29,31,30.14,10,22,300,34
0,30,27,30.14,10,22,310,30
-8,31,18,30.16,10,22,340,30
-7,31,19,30.19,10,22,330,29
-3,29,25,30.22,10,21,320,24
-2,28,27,30.25,10,21,310,21
3,27,35,30.29,10,21,310,16
1,27,32,30.32,10,21,310,18
0,27,31,30.34,10,20,290,20
1,26,34,30.35,10,20,300,15
1,26,34,30.35,10,20,310,21
2,25,37,30.35,10,19,290,18
3,25,39,30.37,10,20,300,18
5,24,44,30.37,10,19,300,18
6,24,46,30.37,10,19,310,11
6,24,46,30.38,10,19,300,15
7,24,48,30.38,10,20,290,14
7,23,50,30.42,10,19,310,11
7,24,48,30.42,10,20,300,14
7,24,48,30.43,10,20,320,17
7,26,44,30.47,10,21,310,10
8,28,43,30.47,10,22,290,14
7,30,38,30.47,10,24,300,13
8,32,36,30.47,10,25,270,10
8,33,35,30.45,10,26,240,10
9,34,35,30.42,10,27,250,10
14,34,44,30.4,10,28,220,10
13,35,40,30.38,10,28,230,14
14,35,42,30.38,10,28,230,10
13,34,42,30.38,10,27,230,15
12,34,40,30.38,10,27,230,15
13,34,42,30.38,10,27,230,18
13,33,43,30.37,10,27,230,16
13,33,43,30.37,10,27,230,16
14,34,44,30.35,10,28,230,20
15,34,46,30.35,10,28,220,15
16,34,48,30.35,10,28,220,15
18,34,52,30.34,10,29,220,15
18,35,50,30.32,10,29,230,16
17,36,46,30.32,10,30,230,16
18,36,48,30.3,10,30,230,11
19,36,50,30.3,10,30,220,10
20,37,50,30.32,10,31,240,10
20,37,50,30.3,10,31,240,6
19,37,48,30.3,10,31,240,6
19,38,46,30.3,10,31,240,6
20,40,45,30.32,10,33,230,7
21,40,47,30.29,10,33,240,7
20,40,45,30.29,10,33,270,5
22,39,50,30.25,10,33,0,0
21,39,48,30.22,10,33,40,3
28,37,70,30.22,7,34,110,7
31,37,79,30.19,8,35,70,6
32,37,82,30.17,8,35,70,6
35,38,89,30.16,6,37,80,7
37,40,89,30.11,7,39,70,8
40,42,92,30.08,8,41,70,8
41,43,93,30.03,7,42,60,8
46,48,93,29.93,3,47,90,15
50,52,93,29.88,5,51,100,16
51,53,93,29.78,5,52,100,22
53,54,97,29.69,2.5,53,110,20
55,56,97,29.61,2,55,120,25
57,58,97,29.52,2,57,140,24
58,60,93,29.43,3,59,160,34
59,61,93,29.39,3,60,170,36
59,60,96,29.39,1.5,59,170,33
57,58,97,29.38,0.5,57,190,22
56,56,100,29.36,0.75,56,190,7
53,55,93,29.39,6,54,230,15
52,53,96,29.36,5,52,200,7
49,52,89,29.35,10,50,300,16
45,49,86,29.36,10,47,300,18
40,47,77,29.34,10,44,330,20
38,44,79,29.38,10,41,310,18
38,43,82,29.34,7,41,330,21
37,42,82,29.35,10,40,320,20
36,41,82,29.33,10,39,340,22
35,40,83,29.44,9,38,300,21
34,39,82,29.49,10,37,300,22
32,40,73,29.52,10,37,310,20
29,40,65,29.56,10,36,300,24
25,38,60,29.61,10,33,290,29
22,37,54,29.67,10,32,300,26
21,36,55,29.72,10,31,300,21
17,35,48,29.77,10,29,300,21
14,34,44,29.8,10,28,310,24
14,33,45,29.85,10,27,290,28
13,32,45,29.91,10,26,290,28
13,32,45,29.98,10,26,300,22
14,32,47,30.03,10,26,290,21
13,31,47,30.09,10,25,280,15
12,32,43,30.12,10,26,300,24
12,33,42,30.17,10,27,300,20
12,33,42,30.22,10,27,300,21
11,35,37,30.21,10,28,300,16
10,35,35,30.22,10,27,320,20
8,36,31,30.24,10,28,310,17
6,36,28,30.25,10,27,320,20
7,36,30,30.27,10,27,320,14
6,35,29,30.3,10,27,310,14
6,33,32,30.35,10,25,310,13
6,33,32,30.38,10,25,310,9
7,33,33,30.42,10,26,320,8
8,32,36,30.43,10,25,320,8
8,31,38,30.45,10,24,330,7
10,32,40,30.45,10,26,330,3
10,33,38,30.45,10,26,330,3
13,33,43,30.47,10,27,240,3
13,33,43,30.47,10,27,250,6
12,33,42,30.47,10,27,270,6
13,33,43,30.47,10,27,270,3
14,33,45,30.47,10,27,280,6
17,33,52,30.47,10,28,290,7
16,33,49,30.5,10,28,270,9
16,32,52,30.51,10,27,270,9
17,33,52,30.55,10,28,280,7
16,34,48,30.56,10,28,300,5
16,37,42,30.58,10,30,330,6
15,39,38,30.56,10,31,320,9
15,40,36,30.55,10,32,340,13
15,40,36,30.55,10,32,280,11
17,41,38,30.56,10,33,320,10
16,40,38,30.56,10,32,330,13
16,38,41,30.58,10,31,350,16
14,35,42,30.61,10,28,330,13
13,34,42,30.64,10,27,350,8
13,34,42,30.66,10,27,340,11
13,33,43,30.68,10,27,340,8
14,32,47,30.69,10,26,340,13
15,32,50,30.71,10,27,340,10
15,30,54,30.71,10,25,360,8
13,30,49,30.73,10,25,10,8
13,30,49,30.71,10,25,10,8
13,28,53,30.73,10,24,360,8
14,27,58,30.73,10,23,20,6
15,28,58,30.73,10,24,30,9
13,27,55,30.73,10,23,20,10
14,26,60,30.74,10,22,30,8
14,25,63,30.74,10,22,30,6
16,28,60,30.76,10,24,30,5
17,30,58,30.76,10,26,60,10
15,32,50,30.73,10,27,60,10
14,34,44,30.71,10,28,60,3
14,36,40,30.68,10,29,140,6
19,37,48,30.64,10,31,140,6
21,37,52,30.6,10,31,100,8
23,37,57,30.6,10,32,80,9
24,36,62,30.58,10,32,80,9
24,36,62,30.55,10,32,60,7
24,36,62,30.53,10,32,70,9
25,36,64,30.5,10,32,60,8
26,37,65,30.47,10,33,50,7
26,37,65,30.45,10,33,50,7
28,39,65,30.42,10,35,20,5
32,43,65,30.4,10,38,140,6
30,40,68,30.37,10,36,10,5
30,40,68,30.34,10,36,350,7
31,40,70,30.3,10,36,20,5
31,40,70,30.29,10,36,330,9
31,39,73,30.25,10,36,360,8
31,40,70,30.24,10,36,350,6
31,38,76,30.22,10,35,330,7
30,37,76,30.22,10,34,350,7
32,39,76,30.22,7,36,360,8
33,43,68,30.21,10,39,350,7
34,46,63,30.19,10,41,350,6
34,47,61,30.16,10,41,0,0
34,48,58,30.14,10,42,240,7
33,48,56,30.11,10,42,240,7
33,48,56,30.08,10,41,230,10
32,47,56,30.06,10,41,240,9
30,45,56,30.06,10,39,220,7
31,44,60,30.06,10,39,230,7
32,46,58,30.04,10,40,220,7
31,45,58,30.04,10,39,230,7
35,45,68,30.04,10,41,230,7
36,45,71,30.03,10,41,230,8
36,45,71,30.03,10,41,240,7
36,44,73,30.01,10,41,260,6
34,41,76,30.01,10,38,240,5
33,42,71,30,10,38,250,6
30,43,60,30,10,38,270,6
30,42,62,29.98,10,37,250,3
30,40,68,29.98,10,36,0,0
32,41,70,29.96,10,37,10,3
33,42,71,29.96,10,38,0,0
34,42,73,29.96,10,39,60,5
36,42,79,29.96,9,39,50,5
37,43,80,29.96,9,40,50,5
38,44,79,29.96,9,41,60,5
39,46,77,29.96,8,43,10,5
39,49,69,29.93,8,44,0,0
36,50,59,29.91,10,44,240,3
34,50,54,29.88,10,43,0,0
34,50,54,29.9,10,43,200,6
37,47,69,29.91,10,43,180,6
37,46,71,29.9,9,42,0,0
37,43,80,29.9,9,40,20,6
38,43,82,29.88,10,41,50,8
37,42,82,29.91,9,40,60,6
37,41,86,29.91,9,39,80,6
36,41,82,29.91,9,39,60,7
36,40,86,29.91,9,38,50,7
36,41,82,29.88,9,39,360,8
35,40,83,29.88,9,38,350,7
36,41,82,29.88,8,39,10,5
36,40,86,29.9,7,38,10,5
36,40,86,29.88,8,38,30,7
37,41,86,29.88,8,39,10,6
36,39,89,29.88,7,38,10,7
35,38,89,29.9,7,37,350,5
36,40,86,29.91,7,38,320,7
36,42,79,29.91,8,39,330,5
36,46,68,29.93,8,42,320,5
36,50,59,29.91,8,44,300,5
34,51,52,29.91,8,43,250,6
33,52,49,29.88,8,44,240,6
35,52,53,29.87,8,44,240,7
37,51,59,29.88,8,45,230,9
34,48,58,29.91,10,42,230,9
35,44,71,29.93,9,40,250,7
34,43,71,29.95,10,39,210,6
37,44,76,29.96,9,41,240,6
34,43,71,29.96,9,39,30,7
33,42,71,29.96,9,38,0,0
34,42,73,29.98,9,39,340,6
34,41,76,30,10,38,10,5
33,39,79,30.01,10,37,360,6
32,38,79,30.03,10,36,0,0
34,38,86,30.03,9,36,360,5
34,39,82,30.03,9,37,10,5
34,40,79,30.04,8,37,0,0
34,40,79,30.08,8,37,360,3
33,40,77,30.09,9,37,10,5
34,39,82,30.09,8,37,60,3
35,42,76,30.08,8,39,60,7
35,46,66,30.11,8,41,0,0
35,49,59,30.11,8,43,120,5
36,50,59,30.11,8,44,0,0
37,49,64,30.09,9,44,0,0
39,50,66,30.06,8,45,100,3
40,50,68,30.08,9,45,90,5
40,50,68,30.09,9,45,80,5
40,48,74,30.09,8,44,100,6
40,47,77,30.11,8,44,60,5
41,48,77,30.12,8,45,70,6
40,46,79,30.12,8,43,70,5
42,48,80,30.11,8,45,60,7
41,45,86,30.11,7,43,60,5
44,48,86,30.12,6,46,70,5
45,49,86,30.11,5,47,50,7
45,48,89,30.11,5,47,0,0
48,51,89,30.09,6,49,90,6
48,51,89,30.11,6,49,60,5
48,51,89,30.09,5,49,10,3
49,51,92,30.09,3,50,20,3
50,52,93,30.09,1,51,80,3
51,53,93,30.06,0.5,52,110,6
52,53,96,30.09,0,52,0,0
53,53,100,30.08,0,53,160,3
53,54,97,30.09,0,53,190,7
52,53,96,30.08,0,52,200,8
52,53,96,30.03,0,52,200,5
52,54,93,30,0,53,180,9
52,55,90,29.98,7,53,170,11
53,56,90,29.98,10,54,170,13
52,55,90,29.98,10,53,180,13
51,54,90,29.98,10,52,180,13
51,53,93,30.01,7,52,190,10
51,53,93,30.01,6,52,220,5
50,53,89,29.98,5,51,180,8
51,52,97,29.98,1,51,180,7
51,53,93,29.96,0.5,52,170,10
51,53,93,29.96,0.5,52,190,11
51,53,93,29.95,0.5,52,180,10
51,53,93,29.91,0.5,52,190,13
52,53,96,29.91,0.5,52,190,14
52,53,96,29.9,0.25,52,190,7
52,53,96,29.88,0.25,52,190,10
52,53,96,29.88,0.25,52,180,9
54,54,100,29.88,0.5,54,0,0
52,54,93,29.88,0.5,53,200,7
53,55,93,29.93,2,54,330,13
48,52,86,29.96,7,50,340,15
47,50,89,29.98,10,48,360,10
44,48,86,30.01,10,46,340,14
43,47,86,30.01,10,45,350,10
43,46,89,30.01,5,45,360,8
42,45,90,30.01,8,44,360,11
41,45,86,30.01,9,43,360,11
41,45,86,30.03,10,43,10,7
40,45,83,30.03,10,43,360,10
38,44,79,30.06,10,41,360,14
40,44,85,30.08,8,42,350,9
39,42,89,30.08,9,41,10,10
36,40,86,30.11,5,38,20,18
34,38,86,30.09,6,36,20,17
34,37,89,30.11,4,36,360,14
34,37,89,30.11,4,36,20,14
33,37,86,30.09,4,35,360,16
33,37,86,30.09,10,35,360,10
32,36,86,30.16,4,34,350,15
33,36,89,30.16,7,35,360,9
32,37,82,30.17,10,35,360,11
32,37,82,30.19,10,35,340,8
32,37,82,30.24,10,35,350,9
32,37,82,30.24,10,35,360,8
32,39,76,30.27,10,36,330,9
30,39,70,30.29,10,35,320,15
29,41,62,30.29,10,36,330,16
28,42,58,30.29,10,36,320,16
27,43,53,30.29,10,37,330,17
25,42,51,30.29,10,35,320,15
21,42,43,30.3,10,34,320,16
20,40,45,30.32,10,33,320,11
18,38,44,30.35,10,31,320,10
17,38,43,30.37,10,31,320,13
17,38,43,30.4,10,31,320,13
16,36,44,30.43,10,29,320,13
15,36,42,30.45,10,29,340,17
16,34,48,30.47,10,28,350,9
15,34,46,30.5,10,28,330,16
15,33,47,30.5,10,27,330,11
15,32,50,30.5,10,27,330,10
14,30,51,30.5,10,25,340,10
14,29,54,30.53,10,24,330,7
13,29,51,30.53,10,24,330,10
14,29,54,30.53,10,24,350,11
14,29,54,30.55,10,24,350,10
15,29,56,30.56,10,25,360,7
17,31,56,30.58,10,27,10,6
16,32,52,30.58,10,27,20,8
15,33,47,30.58,10,27,40,10
14,33,45,30.58,10,27,30,13
17,33,52,30.55,10,28,30,10
18,33,54,30.53,10,28,40,6
18,34,52,30.53,10,29,40,7
18,33,54,30.5,10,28,100,8
22,32,66,30.5,10,29,100,8
22,32,66,30.51,3,29,60,6
25,29,85,30.51,1.5,28,40,7
26,30,85,30.5,7,29,30,9
26,30,85,30.5,10,29,20,10
27,31,85,30.45,7,30,40,8
28,31,89,30.4,7,30,50,11
28,32,85,30.38,5,31,30,11
29,32,88,30.37,2,31,40,14
30,33,89,30.32,3,32,50,14
31,34,89,30.29,3,33,60,15
32,34,92,30.27,3,33,60,15
31,34,89,30.22,3,33,40,16
32,35,89,30.19,3,34,40,15
33,35,93,30.16,3,34,40,13
34,36,93,30.14,4,35,30,13
35,38,89,30.14,2,37,40,10
37,39,93,30.09,4,38,60,10
39,41,93,30.06,2.5,40,50,11
38,40,93,30.04,1.75,39,360,14
38,39,96,29.98,2,39,20,13
39,41,93,29.96,2,40,350,10
39,41,93,29.95,2,40,310,7
38,40,93,29.96,1,39,280,6
38,40,93,29.98,2,39,260,7
37,40,89,29.98,3,39,270,16
36,40,86,29.98,8,38,270,11
36,39,89,30,10,38,280,15
34,39,82,30.03,10,37,280,13
34,38,86,30.01,10,36,250,13
34,38,86,30.01,10,36,260,14
34,38,86,30.01,10,36,270,11
33,37,86,30.01,10,35,250,14
33,37,86,29.98,10,35,250,10
32,36,86,29.98,10,34,250,13
32,36,86,29.98,10,34,250,13
32,36,86,29.98,10,34,250,11
32,37,82,30,9,35,270,11
30,36,79,29.93,10,34,260,6
31,37,79,29.96,9,35,280,6
31,37,79,29.98,8,35,300,7
30,33,89,29.98,0.25,32,300,3
31,33,92,29.98,0.25,32,280,6
32,33,96,29.91,0.5,33,340,8
30,34,85,29.88,2,32,320,9
31,34,89,29.88,2.5,33,290,9
31,35,85,29.87,8,33,280,11
30,35,82,29.88,6,33,290,16
29,35,78,29.91,9,33,280,13
28,35,76,29.93,10,32,270,16
25,34,70,29.96,10,31,280,15
24,33,70,30,10,30,270,20
24,33,70,30.03,10,30,270,17
23,32,69,30.04,10,29,270,14
20,32,61,30.06,10,28,260,21
